Date,Open,Adj Close,Returns,Range,MA_12,MA_21,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exp,lrets_strat,lrets_prod,strat_prod_exp
2019-03-25,278.8699951171875,264.498291015625,-0.0007519367386237263,0.00918451108784768,265.3595326741536,264.3378397623698,2,1.0,1,0.0,-0.0007522195848503734,0.0969208648905517,0.10177318122978263,0.0,0.08252684236738965,0.08602782460567515
2019-03-26,280.989990234375,266.4698791503906,0.00745406757523881,0.009371852697338756,265.98067982991535,264.46538725353423,3,1.0,1,1.0,0.007426423303381859,0.10434728819393356,0.1099858729752552,0.00042695294154825145,0.0829537953089379,0.08649160637944475
2019-03-27,281.1099853515625,265.0765075683594,-0.0052290021914441764,0.013780510167219262,266.1727116902669,264.5355689639137,2,1.0,1,1.0,-0.00524272126902568,0.09910456692490788,0.10418175441299549,-0.0027071553583540363,0.08024663995058387,0.08355428249536856
2019-03-28,280.3500061035156,266.0812683105469,0.0037904556363916875,0.007668269877433298,266.3658955891927,264.6589922223772,2,1.0,1,1.0,0.0037832899611672335,0.10288785688607512,0.10836710636761104,0.007250301759574095,0.08749694171015797,0.0914389265012654
2019-03-29,282.3900146484375,267.759033203125,0.00630546037017532,0.006046743974097435,266.5533981323242,264.88567824590774,3,1.0,1,1.0,0.0062856641276373,0.10917352101371242,0.11535587123241808,0.008146891060501371,0.09564383277065934,0.10036707949814416
2019-04-01,284.70001220703125,270.9344482421875,0.011859226563062819,0.006188501418412873,267.0196762084961,265.1853783017113,2,1.0,1,1.0,0.01178945700269229,0.12096297801640471,0.12858312920780546,0.0046956538925527844,0.10033948666321213,0.10554617255624588
2019-04-02,286.0400085449219,271.06719970703125,0.0004899763234429422,0.003998788674038023,267.38777414957684,265.53723871140255,3,1.0,1,1.0,0.0004898563242404201,0.12145283434064513,0.12913610822015453,0.004464911644738061,0.10480439830795019,0.11049337472746279
2019-04-03,287.32000732421875,271.4937744140625,0.0015736861836928018,0.0070341549103236645,267.71085357666016,265.9264889671689,2,1.0,1,1.0,0.0015724492371308656,0.12302528357777599,0.13091301411316936,-0.0018812356677946444,0.10292316264015554,0.1084062387948952
2019-04-04,286.7799987792969,272.21417236328125,0.0026534602893695247,0.005069688612092005,268.08843485514325,266.42599196661087,3,1.0,1,1.0,0.0026499460787887063,0.1256752296565647,0.1339138468868497,0.00396734337749741,0.10689050601765294,0.11281240154691541
2019-04-05,287.9200134277344,273.53173828125,0.004840181194571969,0.003581358683720337,268.64295705159503,267.09249587286087,2,1.0,1,1.0,0.004828505178438843,0.13050373483500352,0.13940219536481613,0.0006249528680824445,0.1075154588857354,0.11350807420756981
2019-04-08,288.1000061035156,273.740234375,0.0007622373003590699,0.0053589747401912025,268.96365610758465,267.7936444963728,3,1.0,1,1.0,0.000761946945045106,0.13126568178004863,0.14027069021823424,-0.0013198740340563204,0.10619558485167907,0.11203935329022996
2019-04-09,287.7200012207031,272.33734130859375,-0.005124906353679903,0.004813304173276078,269.6003239949544,268.24913097563245,2,1.0,1,1.0,-0.005138083727398229,0.1261275980526504,0.13442690971301996,0.00017372254580526499,0.10636930739748433,0.11223255637909935
2019-04-10,287.7699890136719,273.2662353515625,0.0034108214411778803,0.0037590654659467315,270.3309860229492,268.701663062686,3,1.0,1,1.0,0.003405017782810153,0.12953261583546055,0.1382962373401182,0.0036767214623219134,0.11004602885980624,0.11632945264820393
2019-04-11,288.8299865722656,273.1904602050781,-0.00027729421597544324,0.004381423688913033,270.89103444417316,269.06744675409226,2,1.0,1,1.0,-0.0002773326691252716,0.12925528316633528,0.13798059437743726,0.004042689730559955,0.1140887185903662,0.12085156084366644
2019-04-12,290.0,275.038818359375,0.006765822470189198,0.007666659891099714,271.7212270100911,269.5293375651042,3,1.0,1,1.0,0.0067430370105186115,0.1359983201768539,0.14567996905351532,0.0008272102995280973,0.1149159288898943,0.12177912439120608
2019-04-15,290.239990234375,274.85870361328125,-0.0006548702731059564,0.004393315311478796,272.45267995198566,269.92022705078125,2,1.0,1,1.0,-0.0006550847943040718,0.13534323538254983,0.14492969729928928,0.002443339778400123,0.11735926866829442,0.12452336313701662
2019-04-16,290.95001220703125,275.038818359375,0.0006552994092090536,0.0052159231973230025,273.05932871500653,270.2736554827009,3,1.0,1,1.0,0.0006550847943040942,0.13599832017685393,0.14567996905351532,0.0015453997571668909,0.11890466842546131,0.12626254478865317
2019-04-17,291.3999938964844,274.3658447265625,-0.002446831457562415,0.008443207459979396,273.3452784220378,270.59187680199034,2,1.0,1,1.0,-0.0024498298416789225,0.133548490335175,0.14287668326493597,-0.004471160648905975,0.11443350777655534,0.12123808497200939
2019-04-18,290.1000061035156,274.90606689453125,0.0019689847637818225,0.0057507227916913095,273.6651840209961,270.9741908482143,3,1.0,1,1.0,0.0019670488540498056,0.1355155391892248,0.14512699004116625,-0.0032109152672895993,0.11122259250926574,0.11764365827469003
2019-04-22,289.1700134277344,275.1430969238281,0.0008622218926430669,0.004739319481356308,273.96929423014325,271.22425043015255,2,1.0,1,1.0,0.0008618503928751426,0.13637738958209994,0.14611434360183617,0.0052081836521712666,0.116430776161437,0.12347973619543118
2019-04-23,290.67999267578125,277.61712646484375,0.008991792157157175,0.00936574993093564,274.41954040527344,271.83947899228053,3,1.0,1,1.0,0.00895160670722325,0.1453289962893232,0.15641996556784044,0.007232677131347048,0.12366345329278405,0.13163495888622823
2019-04-24,292.7900085449219,277.0009765625,-0.002219423240164442,0.003731969427044346,274.7086435953776,272.4348449707031,2,1.0,1,1.0,-0.0022218898101749322,0.14310710647914826,0.15385338022086903,-0.0022909976461200376,0.12137245564666402,0.1290453533818754
2019-04-25,292.1199951171875,276.83026123046875,-0.0006162986648992064,0.007051173650817644,274.9661458333333,272.9281964983259,3,1.0,1,1.0,-0.0006164886549858195,0.14249061782416245,0.1531422619231495,-6.842974782755265e-05,0.12130402589883646,0.1289680957364483
2019-04-26,292.1000061035156,278.11944580078125,0.004656949585577275,0.007725587403671241,275.44798787434894,273.5492887951079,2,1.0,1,1.0,0.00464613954407601,0.14713675736823845,0.15851238730192407,0.004815513220858833,0.12611953911969528,0.13441776747945045
2019-04-29,293.510009765625,278.5554504394531,0.0015676884347892717,0.003544557213255528,275.88875579833984,274.14329746791293,3,1.0,1,1.0,0.0015664608940418108,0.14870321826228025,0.16032857377305754,-6.82096465341489e-05,0.12605132947316114,0.13434039188341962
2019-04-30,293.489990234375,278.6976318359375,0.0005104240332043375,0.008289883525766983,276.3476867675781,274.66418311709447,2,1.0,1,1.0,0.0005102938111679216,0.14921351207344818,0.16092083336352503,0.004182223345535438,0.13023355281869659,0.13909439096576692
2019-05-01,294.7200012207031,276.602783203125,-0.007516564166737072,0.010795149231799916,276.47801717122394,274.9341038295201,1,1.0,0,1.0,-0.007544955896822897,0.1416685561766253,0.15219469742704628,-0.010368471388956621,0.11986508142973996,0.12734474157765052
2019-05-02,291.67999267578125,276.0056457519531,-0.0021588266186510774,0.010983777680404705,276.57359568277997,275.1692679268973,1,1.0,0,0.0,-0.0021611602440357565,0.13950739593258954,0.1497073088443721,0.0,0.11986508142973996,0.12734474157765052
2019-05-03,292.82000732421875,278.7071533203125,0.009787870682860023,0.010436006427444244,276.8792902628581,275.51276216052827,1,1.0,0,0.0,0.009740279767111988,0.14924767569970152,0.16096049530647982,-0.0,0.11986508142973996,0.12734474157765052
2019-05-06,289.25,277.5601806640625,-0.004115332680147632,0.015264810506328885,277.1454849243164,275.767333984375,1,1.0,0,0.0,-0.0041238239659994735,0.14512385173370204,0.15618275663978465,0.0,0.11986508142973996,0.12734474157765052
2019-05-07,290.1499938964844,272.925048828125,-0.016699556200201138,0.01749413961271573,276.9804000854492,275.7384440104167,1,1.0,0,0.0,-0.016840565858999446,0.12828328587470259,0.13687501771757504,-0.0,0.11986508142973996,0.12734474157765052
2019-05-08,287.5299987792969,272.5458679199219,-0.0013893224892007616,0.008923894454517578,276.7639643351237,275.6815694173177,1,1.0,0,0.0,-0.0013902884925206846,0.1268929973821819,0.13529553168804953,-0.0,0.11986508142973996,0.12734474157765052
2019-05-09,285.2300109863281,271.7212219238281,-0.0030257145426106913,0.014225199269129352,276.27263895670575,275.6522303989955,1,1.0,0,0.0,-0.003030301271281756,0.12386269611090014,0.13186045148766,0.0,0.11986508142973996,0.12734474157765052
2019-05-10,285.6199951171875,273.0861511230469,0.005023270503329957,0.023521129775276872,275.94640350341797,275.6436549595424,1,1.0,0,0.0,0.005010695972654008,0.12887339208355414,0.13754609270750384,-0.0,0.11986508142973996,0.12734474157765052
2019-05-13,282.4200134277344,266.2235107421875,-0.025129946548505866,0.0127174566918129,275.06250762939453,275.3118954613095,1,0.0,0,0.0,-0.025451095377947958,0.10342229670560618,0.10895962020130256,-0.0,0.11986508142973996,0.12734474157765052
2019-05-14,281.989990234375,268.6310729980469,0.00904338707406982,0.011530955932661513,274.2718098958333,275.0067647298177,0,0.0,1,0.0,0.009002740520404387,0.11242503722601056,0.11898837129629625,-0.0,0.11986508142973996,0.12734474157765052
2019-05-15,281.5899963378906,270.20452880859375,0.005857311267033927,0.015673883607148387,273.5758997599284,274.7851373581659,2,0.0,1,0.0,0.005840223910902958,0.11826526113691352,0.1255426344911701,0.0,0.11986508142973996,0.12734474157765052
2019-05-16,285.8399963378906,272.70709228515625,0.009261737719930219,0.012073003819823347,273.0766881306966,274.6741027832031,3,0.0,1,0.0,0.009219110824408391,0.1274843719613219,0.1359671151644266,-0.0,0.11986508142973996,0.12734474157765052
2019-05-17,285.1400146484375,270.9439392089844,-0.006465373017611964,0.012205425946706372,272.60511779785156,274.5111549014137,2,0.0,1,0.0,-0.006486364067300474,0.12099800789402142,0.1286226640291479,-0.0,0.11986508142973996,0.12734474157765052
2019-05-20,284.05999755859375,269.1524353027344,-0.006612083339011976,0.010031069464786935,272.0340169270833,274.23717244466144,2,0.0,1,0.0,-0.006634040001761025,0.11436396789226039,0.12116011691628947,0.0,0.11986508142973996,0.12734474157765052
2019-05-21,285.8299865722656,271.57904052734375,0.009015728287503633,0.004832796154111696,271.44000752766925,274.0674554734003,3,0.0,1,0.0,0.008975329245524103,0.12333929713778449,0.13126819189719252,-0.0,0.11986508142973996,0.12734474157765052
2019-05-22,285.45001220703125,270.744873046875,-0.0030715458705833365,0.0055769775652454445,270.872065226237,273.7402053106399,2,0.0,1,0.0,-0.0030762727492989984,0.12026302438848549,0.12779344975384843,-0.0,0.11986508142973996,0.12734474157765052
2019-05-23,283.1600036621094,267.4367980957031,-0.012218421401461343,0.009409359738900003,270.41471099853516,273.2847682407924,1,0.0,0,0.0,-0.012293679967769994,0.1079693444207155,0.11401359413094814,0.0,0.11986508142973996,0.12734474157765052
2019-05-24,283.739990234375,268.04345703125,0.0022684198280364942,0.007479938659764596,270.0395100911458,272.8663489932106,1,0.0,0,0.0,0.0022658508480616047,0.1102351952687771,0.11654064465657687,-0.0,0.11986508142973996,0.12734474157765052
2019-05-28,283.0899963378906,265.55047607421875,-0.009300659619311702,0.014350440665410247,269.52528127034503,272.26782662527904,1,0.0,0,0.0,-0.009344180814731469,0.10089101445404564,0.10615608016949918,-0.0,0.11986508142973996,0.12734474157765052
2019-05-29,278.9100036621094,263.7684326171875,-0.006710752258388686,0.009576791508500992,268.7488047281901,271.5636829194568,1,0.0,0,0.0,-0.0067333706038596374,0.094157643850186,0.09873294075637151,0.0,0.11986508142973996,0.12734474157765052
2019-05-30,279.1099853515625,264.48883056640625,0.0027311757592474173,0.008027108476748701,268.604248046875,270.88707333519346,1,0.0,0,0.0,0.0027274528757590144,0.09688509672594502,0.10173377353005186,-0.0,0.11986508142973996,0.12734474157765052
2019-05-31,276.20001220703125,260.9247741699219,-0.013475262410332811,0.006830420540313353,267.96205647786456,270.14050147646947,1,0.0,0,0.0,-0.013566877716617522,0.0833182190093275,0.08688762182540821,-0.0,0.11986508142973996,0.12734474157765052
2019-06-03,275.30999755859375,260.26123046875,-0.0025430459920212645,0.012669784691772934,267.1334482828776,269.39076741536456,2,0.0,1,0.0,-0.0025462850259869037,0.0807719339833406,0.08412361661494772,0.0,0.11986508142973996,0.12734474157765052
2019-06-04,277.1199951171875,265.91064453125,0.021706706190257385,0.014677165896390676,266.56707763671875,268.7814098539807,3,0.0,1,0.0,0.021474470350435777,0.10224640433377637,0.10765636943472745,0.0,0.11986508142973996,0.12734474157765052
2019-06-05,282.3299865722656,268.21405029296875,0.008662330031124599,0.00952476755277809,266.33958689371747,268.3363560267857,2,0.0,1,0.0,0.008625027314513999,0.11087143164829036,0.11725125446784834,0.0,0.11986508142973996,0.12734474157765052
2019-06-06,283.2900085449219,269.95819091796875,0.006502793657136463,0.01054598999012235,266.406733194987,268.195077078683,3,0.0,1,0.0,0.006481741709491945,0.11735317335778231,0.12451650883882959,0.0,0.11986508142973996,0.12734474157765052
2019-06-07,285.92999267578125,272.65966796875,0.01000702013002508,0.010884076347135174,266.4967854817708,268.2004961286272,2,0.0,1,0.0,0.009957281452799817,0.12731045481058212,0.1357695681793254,0.0,0.11986508142973996,0.12734474157765052
2019-06-10,289.3699951171875,273.9108581542969,0.004588834846268153,0.0067504837469885,266.76061757405597,268.30476452055433,3,0.0,1,0.0,0.004578338242848467,0.1318887930534306,0.1409814271511176,0.0,0.11986508142973996,0.12734474157765052
2019-06-11,290.989990234375,273.8445129394531,-0.00024221462154072615,0.011173576592896195,267.29459381103516,268.3408769880022,2,0.0,1,0.0,-0.00024224396023977377,0.13164654909319082,0.1407050647665551,-0.0,0.11986508142973996,0.12734474157765052
2019-06-12,288.6400146484375,273.3610534667969,-0.0017654524732548804,0.005003135309437079,267.73772684733075,268.6807599748884,3,0.0,1,0.0,-0.0017670127211052477,0.12987953637208557,0.13869120418870873,0.0,0.11986508142973996,0.12734474157765052
2019-06-13,289.3999938964844,274.4890441894531,0.00412637684977768,0.004712133227597226,268.4826075236003,268.959710984003,2,0.0,1,0.0,0.004117886704503524,0.1339974230765891,0.14338987321271857,-0.0,0.11986508142973996,0.12734474157765052
2019-06-14,289.260009765625,274.1856689453125,-0.0011052362582866238,0.005270236796129479,269.35071055094403,269.1492890857515,3,1.0,1,0.0,-0.0011058474822860612,0.13289157559430304,0.14212615726748612,0.0,0.11986508142973996,0.12734474157765052
2019-06-17,289.5199890136719,274.28997802734375,0.0003804322903981916,0.0035964055994976984,270.16747283935547,269.22466459728423,2,1.0,1,1.0,0.00038035994438232823,0.13327193553868535,0.14256065893741887,0.006438285044459623,0.1263033664741996,0.1346263236651275
2019-06-18,291.3900146484375,277.162109375,0.010471149432116356,0.008866343092302609,271.5205841064453,269.5207679385231,3,1.0,1,1.0,0.010416706669312365,0.1436886422079977,0.15452458233240995,0.003972924154689224,0.13027629062888882,0.13914307440594365
